,PropertyAddress,propertyURL,beds,bathrooms,size,ber lower,CountyOrPostcode,County,PropertyType,price bin,currentAskingPrice
13267," 2 South Quay, Arklow, Co. Wicklow., Y14WV56",https://www.myhome.ie/residential/brochure/2-south-quay-arklow-co-wicklow-y14wv56/4108443,3.0,1.0,169.64106143546505,E2,wicklow,wicklow,House,180000.0,175000.0
13268," 3 Bedroom Homes, Ternlee, Kilcoole, Co Wicklow",https://www.myhome.ie/residential/brochure/3-bedroom-homes-ternlee-kilcoole-co-wicklow/4142924,3.0,2.3897911832946637,108.4,unk,wicklow,wicklow,House,320000.0,315000.0
13269," 5 ASHTON, Blessington, Wicklow",https://www.myhome.ie/residential/brochure/5-ashton-blessington-wicklow/4179527,4.0,3.0,136.0,C2,wicklow,wicklow,House,360000.0,346000.0
13270," 2b Upper Tinahask, Arklow, Co Wicklow, Y14V095",https://www.myhome.ie/residential/brochure/2b-upper-tinahask-arklow-co-wicklow-y14v095/4178348,2.0,1.0,83.0,D2,wicklow,wicklow,House,200000.0,189000.0
13271," 3 Coast Guard Station, Seabank Terrace, Sea Road, Arklow, Co. Wicklow, Arklow, Wicklow",https://www.myhome.ie/residential/brochure/3-coast-guard-station-seabank-terrace-sea-road-arklow-co-wicklow-arklow-wicklow/4157448,3.0,2.3897911832946637,62.5,G,wicklow,wicklow,House,200000.0,199000.0
13272," Clonough, Inch, nr., Arklow, Wicklow",https://www.myhome.ie/residential/brochure/clonough-inch-nr-arklow-wicklow/3934759,4.0,3.0,195.0,C2,wicklow,wicklow,House,360000.0,359000.0
13273," Hillside, Glen Road, Aughrim, Wicklow",https://www.myhome.ie/residential/brochure/hillside-glen-road-aughrim-wicklow/3998718,4.0,2.0,161.0,C1,wicklow,wicklow,House,360000.0,349000.0
13274," 47 Aughrim Hall, Aughrim, Wicklow",https://www.myhome.ie/residential/brochure/47-aughrim-hall-aughrim-wicklow/4150678,4.0,5.0,156.0,C1,wicklow,wicklow,House,280000.0,260000.0
13275," ""The Heathers"", 4 Burgage More, Blessington, Wicklow",https://www.myhome.ie/residential/brochure/the-heathers-4-burgage-more-blessington-wicklow/4118769,3.0,2.0,210.0,C3,wicklow,wicklow,House,440000.0,425000.0
13276," Ard Aulinn, Killowen Lower, Near Arklow, Co. Wicklow., Y14A211",https://www.myhome.ie/residential/brochure/ard-aulinn-killowen-lower-near-arklow-co-wicklow-y14a211/4056496,5.0,5.0,169.64106143546505,C2,wicklow,wicklow,House,560000.0,550000.0
13277," 2 Victoria Court, New Road, Greystones, Co Wicklow",https://www.myhome.ie/residential/brochure/2-victoria-court-new-road-greystones-co-wicklow/4177669,2.0,1.0,63.0,E1,wicklow,wicklow,Apartment,300000.0,290000.0
13278," Kingshall, Newcastle, Co Wicklow",https://www.myhome.ie/residential/brochure/kingshall-newcastle-co-wicklow/4176891,3.0,2.0,206.0,D1,wicklow,wicklow,House,700000.0,695000.0
13279," 164 The Courtyard Rose Hill, Wicklow, Wicklow",https://www.myhome.ie/residential/brochure/164-the-courtyard-rose-hill-wicklow-wicklow/4176403,3.0,2.0,169.64106143546505,D2,wicklow,wicklow,House,240000.0,239950.0
13280," 26 Deerpark Walk, Blessington, Wicklow",https://www.myhome.ie/residential/brochure/26-deerpark-walk-blessington-wicklow/4175345,3.0,3.0,169.64106143546505,C3,wicklow,wicklow,House,340000.0,325000.0
13281," 31 St Laurence's Park, Wicklow, Wicklow",https://www.myhome.ie/residential/brochure/31-st-laurence-s-park-wicklow-wicklow/4175297,3.0,1.0,53.0,D2,wicklow,wicklow,House,260000.0,255000.0
13282," Wolf Rock, Ballynacarrig, Brittas Bay, Wicklow",https://www.myhome.ie/residential/brochure/wolf-rock-ballynacarrig-brittas-bay-wicklow/3216324,4.0,4.0,169.64106143546505,C2,wicklow,wicklow,House,1520000.0,1500000.0
13283," Church Hill, Newtownmountkennedy, Wicklow",https://www.myhome.ie/residential/brochure/church-hill-newtownmountkennedy-wicklow/3751404,4.0,3.0,143.0,D1,wicklow,wicklow,House,400000.0,395000.0
13284," 1 Delgany Oaks, Delgany, Wicklow",https://www.myhome.ie/residential/brochure/1-delgany-oaks-delgany-wicklow/4119350,3.0,3.0,105.0,C2,wicklow,wicklow,House,480000.0,469000.0
13285," 21 KILMALUM AVENUE, Blessington, Wicklow",https://www.myhome.ie/residential/brochure/21-kilmalum-avenue-blessington-wicklow/4173881,2.0,3.0,72.0,B3,wicklow,wicklow,House,220000.0,215000.0
13286," 24 The Briary, Blainroe, County Wicklow, A67 XE33",https://www.myhome.ie/residential/brochure/24-the-briary-blainroe-county-wicklow-a67-xe33/4035923,4.0,2.0,118.0,G,wicklow,wicklow,House,360000.0,345000.0
13287," Annagolan House & Orchard Cottage, Ashford, Co Wicklow, A67 D424",https://www.myhome.ie/residential/brochure/annagolan-house-orchard-cottage-ashford-co-wicklow-a67-d424/3820831,4.0,2.0,196.0,F,wicklow,wicklow,House,500000.0,495000.0
13288," 21 Dunbur Park, Wicklow Town, Co Wicklow, A67 YX80",https://www.myhome.ie/residential/brochure/21-dunbur-park-wicklow-town-co-wicklow-a67-yx80/4097890,4.0,1.0,127.0,F,wicklow,wicklow,House,400000.0,395000.0
13289," Grey Rock End, Ballinacarrig, Rathdrum, Co Wicklow, A67 AK72",https://www.myhome.ie/residential/brochure/grey-rock-end-ballinacarrig-rathdrum-co-wicklow-a67-ak72/4063067,2.0,1.0,80.0,D2,wicklow,wicklow,House,280000.0,275000.0
13290," Bromley, Kilpedder, Wicklow",https://www.myhome.ie/residential/brochure/bromley-kilpedder-wicklow/4170728,4.0,3.0,169.64106143546505,unk,wicklow,wicklow,House,640000.0,620000.0
13291," 'Greenan' Bowes Lane, Church Road, Greystones, Wicklow",https://www.myhome.ie/residential/brochure/greenan-bowes-lane-church-road-greystones-wicklow/4162965,3.0,2.0,169.64106143546505,F,wicklow,wicklow,House,540000.0,525000.0
13292," Wyndham Avenue, Bray, Wicklow",https://www.myhome.ie/residential/brochure/wyndham-avenue-bray-wicklow/4142859,2.0,2.0,169.64106143546505,D1,wicklow,wicklow,House,400000.0,395000.0
13293," The Orchard House, Tinahely, Wicklow",https://www.myhome.ie/residential/brochure/the-orchard-house-tinahely-wicklow/4159571,7.0,4.0,169.64106143546505,F,wicklow,wicklow,House,340000.0,325000.0
13294," Sunnybank House, Rednagh Road, Aughrim, Co. Wicklow.",https://www.myhome.ie/residential/brochure/sunnybank-house-rednagh-road-aughrim-co-wicklow/4032710,5.0,2.0,169.64106143546505,G,wicklow,wicklow,House,300000.0,299000.0
13295," 12 The Avenue, Downshire Park, Blessington, Wicklow",https://www.myhome.ie/residential/brochure/12-the-avenue-downshire-park-blessington-wicklow/4165647,3.0,3.0,104.0,C2,wicklow,wicklow,House,320000.0,315000.0
13296," Rose Cottage, Upper Windgates, Greystones, Wicklow",https://www.myhome.ie/residential/brochure/rose-cottage-upper-windgates-greystones-wicklow/4120879,3.0,1.0,169.64106143546505,G,wicklow,wicklow,House,640000.0,635000.0
13297," Semi Detached Residence on c. 0.3 Acres, May's Bay,  Crosscoolharbour, Blessington, Wicklow",https://www.myhome.ie/residential/brochure/semi-detached-residence-on-c-0-3-acres-may-s-bay-crosscoolharbour-blessington-wicklow/4155892,2.0,1.0,169.64106143546505,E2,wicklow,wicklow,House,280000.0,269000.0
13298," 4 Troopersfield, Blessington, Wicklow",https://www.myhome.ie/residential/brochure/4-troopersfield-blessington-wicklow/4155781,4.0,3.0,142.0,B3,wicklow,wicklow,House,360000.0,350000.0
13299," 8 Ballybawn Cottages, Kilmacanogue, Wicklow",https://www.myhome.ie/residential/brochure/8-ballybawn-cottages-kilmacanogue-wicklow/3861126,1.0,1.0,45.0,D2,wicklow,wicklow,House,400000.0,395000.0
13300," Bramley, Dargle Road, Bray, Wicklow",https://www.myhome.ie/residential/brochure/bramley-dargle-road-bray-wicklow/4114733,3.0,1.0,93.0,F,wicklow,wicklow,House,560000.0,540000.0
13301," Broomfield, An Grian Blath, Killegar Road, Enniskerry, Co. Wicklow",https://www.myhome.ie/residential/brochure/broomfield-an-grian-blath-killegar-road-enniskerry-co-wicklow/4064046,4.0,3.0,300.0,E2,kerry,kerry,House,1300000.0,1295000.0
13302," Annacrevy Schoolhouse, Annacrevy, Enniskerry, Co. Wicklow",https://www.myhome.ie/residential/brochure/annacrevy-schoolhouse-annacrevy-enniskerry-co-wicklow/3817764,3.0,2.4302325581395348,118.7,F,kerry,kerry,House,760000.0,745000.0
13303," 30 Eagle Valley, Enniskerry, Co. Wicklow, A98 DH32",https://www.myhome.ie/residential/brochure/30-eagle-valley-enniskerry-co-wicklow-a98-dh32/4139456,5.0,5.0,271.5,B3,kerry,kerry,House,1260000.0,1250000.0
13304," Violet Hill House, Herbert Road, Bray, Co. Wicklow, A98 T9C2",https://www.myhome.ie/residential/brochure/violet-hill-house-herbert-road-bray-co-wicklow-a98-t9c2/3814739,6.0,3.0,535.0,EXEMPT,wicklow,wicklow,House,1500000.0,1495000.0
13305," 24 Eden Wood, Delgany, Co.Wicklow",https://www.myhome.ie/residential/brochure/24-eden-wood-delgany-co-wicklow/4109055,3.0,2.0,100.0,B3,wicklow,wicklow,House,400000.0,380000.0
13306," Griffinstown Cottage on c. 0.7 Acre/ 0.28 Ha., Dunlavin, Wicklow",https://www.myhome.ie/residential/brochure/griffinstown-cottage-on-c-0-7-acre-0-28-ha-dunlavin-wicklow/4155162,3.0,3.0,156.0,E1,wicklow,wicklow,House,300000.0,290000.0
13307," 25 Lathaleer, Baltinglass, Wicklow",https://www.myhome.ie/residential/brochure/25-lathaleer-baltinglass-wicklow/4154609,3.0,1.0,169.64106143546505,C3,wicklow,wicklow,House,140000.0,129500.0
13308," Main Street, Donard, Wicklow",https://www.myhome.ie/residential/brochure/main-street-donard-wicklow/4154408,3.0,3.0,131.54,B2,wicklow,wicklow,House,200000.0,195000.0
13309," ""Elgan"", Knockgreany, Coolgreany, Near Arklow, Arklow, Wicklow",https://www.myhome.ie/residential/brochure/elgan-knockgreany-coolgreany-near-arklow-arklow-wicklow/3404848,5.0,4.0,300.0,C1,wicklow,wicklow,House,780000.0,775000.0
13310," 172 Charlesland Park, Greystones, Wicklow",https://www.myhome.ie/residential/brochure/172-charlesland-park-greystones-wicklow/4108573,2.0,2.0,81.0,C1,wicklow,wicklow,House,280000.0,265000.0
13311," No. 7 Chapel Lane Heights. , Aughrim, Wicklow",https://www.myhome.ie/residential/brochure/no-7-chapel-lane-heights-aughrim-wicklow/4145892,3.0,2.0,169.64106143546505,C2,wicklow,wicklow,House,240000.0,225000.0
13312," Festina Lente, Ballybawn, Kilmacanogue, Wicklow",https://www.myhome.ie/residential/brochure/festina-lente-ballybawn-kilmacanogue-wicklow/4058789,5.0,3.0,232.0,D1,wicklow,wicklow,House,640000.0,635000.0
13313," Dartan, Ballyorney, Enniskerry, Wicklow",https://www.myhome.ie/residential/brochure/dartan-ballyorney-enniskerry-wicklow/3851233,4.0,3.0,276.0,A3,kerry,kerry,House,1000000.0,999000.0
13314," 6 St. Peters Place, Arklow, Wicklow",https://www.myhome.ie/residential/brochure/6-st-peters-place-arklow-wicklow/4142889,3.0,1.0,77.0,G,wicklow,wicklow,House,180000.0,169000.0
13315," Griffinstown Cottage on c. 0.7 Acre/ 0.28 Ha., Grange Con, Wicklow",https://www.myhome.ie/residential/brochure/griffinstown-cottage-on-c-0-7-acre-0-28-ha-grange-con-wicklow/4152698,3.0,3.0,156.0,E1,wicklow,wicklow,House,300000.0,290000.0
13316," The Slopes, 13 Annsbrook, Glenealy, County Wicklow, A67 H903",https://www.myhome.ie/residential/brochure/the-slopes-13-annsbrook-glenealy-county-wicklow-a67-h903/4151667,4.0,2.3897911832946637,205.0,B3,wicklow,wicklow,House,580000.0,575000.0
13317," Edoras, Redbog, Tinahely, Wicklow",https://www.myhome.ie/residential/brochure/edoras-redbog-tinahely-wicklow/4151344,5.0,3.0,202.0,C1,wicklow,wicklow,House,280000.0,265000.0
13318," 4 Wilford Court, Bray, Co Wicklow, A98 CW55",https://www.myhome.ie/residential/brochure/4-wilford-court-bray-co-wicklow-a98-cw55/4090873,3.0,2.3897911832946637,114.4,C2,wicklow,wicklow,House,360000.0,340000.0
13319," Holly Farm, Rathdrum, Wicklow",https://www.myhome.ie/residential/brochure/holly-farm-rathdrum-wicklow/4148785,7.0,8.0,240.0,E1,wicklow,wicklow,House,800000.0,795000.0
13320," Tinode, Blessington, Wicklow",https://www.myhome.ie/residential/brochure/tinode-blessington-wicklow/4150388,4.0,3.0,210.0,B2,wicklow,wicklow,House,480000.0,460000.0
13321,"  Hillview, Stratford-on-Slaney, Wicklow",https://www.myhome.ie/residential/brochure/hillview-stratford-on-slaney-wicklow/4150735,3.0,2.0,169.64106143546505,D2,wicklow,wicklow,House,200000.0,199950.0
13322," Four Winds, Kilmacoo, Avoca, Co. Wicklow, Y14T202",https://www.myhome.ie/residential/brochure/four-winds-kilmacoo-avoca-co-wicklow-y14t202/4116358,3.0,1.0,116.0,D2,wicklow,wicklow,House,340000.0,339000.0
13323," 10 Herbert Park, Bray, Wicklow",https://www.myhome.ie/residential/brochure/10-herbert-park-bray-wicklow/4140482,3.0,2.0,102.0,D2,wicklow,wicklow,House,360000.0,345000.0
13324," Coolkenna, Shillelagh, Wicklow",https://www.myhome.ie/residential/brochure/coolkenna-shillelagh-wicklow/4150285,2.0,1.0,101.93,E1,wicklow,wicklow,House,240000.0,230000.0
13325," Bowhill, Ballyronan Road, Kilpedder, Wicklow",https://www.myhome.ie/residential/brochure/bowhill-ballyronan-road-kilpedder-wicklow/3733407,4.0,3.0,175.0,B2,wicklow,wicklow,House,700000.0,695000.0
13326," 13 The Four Courts, Arklow, Wicklow",https://www.myhome.ie/residential/brochure/13-the-four-courts-arklow-wicklow/3941957,4.0,3.0,154.0,C2,wicklow,wicklow,House,340000.0,335000.0
13327," Copper Beech Ballinahinch, Ashford, Wicklow",https://www.myhome.ie/residential/brochure/copper-beech-ballinahinch-ashford-wicklow/4147763,4.0,2.3897911832946637,232.0,F,wicklow,wicklow,House,700000.0,695000.0
13328," 7 Rockypool Villas, Blessington, Wicklow",https://www.myhome.ie/residential/brochure/7-rockypool-villas-blessington-wicklow/4148303,2.0,1.0,169.64106143546505,E2,wicklow,wicklow,House,180000.0,160000.0
13329," 8 The Glen, Blessington Abbey, Blessington, Wicklow",https://www.myhome.ie/residential/brochure/8-the-glen-blessington-abbey-blessington-wicklow/4148184,4.0,3.0,142.0,C2,wicklow,wicklow,House,380000.0,375000.0
13330," New 4 Bed Detached, Woodpark, Glendalough Road, Rathdrum, Co. Wicklow.",https://www.myhome.ie/residential/brochure/new-4-bed-detached-woodpark-glendalough-road-rathdrum-co-wicklow/4139583,4.0,2.3897911832946637,127.0,A3,wicklow,wicklow,House,320000.0,310000.0
13331," New 4 Bed Semi Detached, Woodpark, Glendalough Road, Rathdrum, Co. Wicklow.",https://www.myhome.ie/residential/brochure/new-4-bed-semi-detached-woodpark-glendalough-road-rathdrum-co-wicklow/4139584,4.0,2.3897911832946637,127.0,A3,wicklow,wicklow,House,280000.0,272000.0
13332," Killians Glen, Rathdrum, Wicklow",https://www.myhome.ie/residential/brochure/killians-glen-rathdrum-wicklow/4147784,4.0,2.0,116.0,A3,wicklow,wicklow,House,320000.0,315000.0
13333," Killians Glen, Rathdrum, Wicklow",https://www.myhome.ie/residential/brochure/killians-glen-rathdrum-wicklow/4147778,3.0,2.0,94.0,A3,wicklow,wicklow,House,260000.0,245000.0
13334," ""Oysterhaven"", Sea Bank, Sea Road, Arklow, Wicklow",https://www.myhome.ie/residential/brochure/oysterhaven-sea-bank-sea-road-arklow-wicklow/4147077,4.0,3.0,170.0,E1,wicklow,wicklow,House,400000.0,385000.0
13335," Sparrow Road, Dunlavin, Wicklow",https://www.myhome.ie/residential/brochure/sparrow-road-dunlavin-wicklow/4139571,4.0,4.0,225.0,C2,wicklow,wicklow,House,360000.0,340000.0
13336," New 3 Bed Semi Detached, Woodpark, Glendalough Road, Rathdrum, Co. Wicklow.",https://www.myhome.ie/residential/brochure/new-3-bed-semi-detached-woodpark-glendalough-road-rathdrum-co-wicklow/4139582,3.0,2.0,106.0,A3,wicklow,wicklow,House,260000.0,242000.0
13337," New 3 Bed Detached Bungalow, Woodpark, Glendalough Road, Rathdrum, Co. Wicklow.",https://www.myhome.ie/residential/brochure/new-3-bed-detached-bungalow-woodpark-glendalough-road-rathdrum-co-wicklow/4147711,3.0,2.3897911832946637,93.0,A3,wicklow,wicklow,House,320000.0,300000.0
13338," Touchstone, The Old Russian Village, Kilquade, Co Wicklow, A63 HY28",https://www.myhome.ie/residential/brochure/touchstone-the-old-russian-village-kilquade-co-wicklow-a63-hy28/4146649,5.0,3.0,325.2,C1,wicklow,wicklow,House,960000.0,945000.0
13339," Substantial Residence on c. 1 Acre, Oldcourt, Manor Kilbride, Blessington, Wicklow",https://www.myhome.ie/residential/brochure/substantial-residence-on-c-1-acre-oldcourt-manor-kilbride-blessington-wicklow/4113685,5.0,3.0,169.64106143546505,C2,wicklow,wicklow,House,460000.0,449000.0
13340," 4 Brookview Gardens, Arklow, Wicklow",https://www.myhome.ie/residential/brochure/4-brookview-gardens-arklow-wicklow/4142856,2.0,2.0,52.21,D2,wicklow,wicklow,Apartment,120000.0,110000.0
13341," 1 Wicklow Terrace, Arklow, Wicklow",https://www.myhome.ie/residential/brochure/1-wicklow-terrace-arklow-wicklow/4142869,2.0,2.0,64.0,D2,wicklow,wicklow,House,260000.0,245000.0
13342," The Beeches, Ballywaltrim Lane, Kilcroney, Bray, Wicklow",https://www.myhome.ie/residential/brochure/the-beeches-ballywaltrim-lane-kilcroney-bray-wicklow/4142848,6.0,3.0,300.0,unk,wicklow,wicklow,House,860000.0,859950.0
13343," The Old School House, Laragh, Wicklow",https://www.myhome.ie/residential/brochure/the-old-school-house-laragh-wicklow/4141874,5.0,3.0,437.0,D1,wicklow,wicklow,House,860000.0,850000.0
13344," 7 Belan Street, Baltinglass, Co. Wicklow, W91 E4C2",https://www.myhome.ie/residential/brochure/7-belan-street-baltinglass-co-wicklow-w91-e4c2/4142109,6.0,2.0,169.64106143546505,G,wicklow,wicklow,House,200000.0,195000.0
13345," The Old School House, Laragh, Wicklow",https://www.myhome.ie/residential/brochure/the-old-school-house-laragh-wicklow/4139798,5.0,3.0,437.0,D1,wicklow,wicklow,House,860000.0,850000.0
13346," The Brambles, Kilbride, Wicklow, Wicklow",https://www.myhome.ie/residential/brochure/the-brambles-kilbride-wicklow-wicklow/4140211,3.0,2.0,155.0,C3,wicklow,wicklow,House,400000.0,395000.0
13347," Main Street, Newtownmountkennedy, Wicklow",https://www.myhome.ie/residential/brochure/main-street-newtownmountkennedy-wicklow/4139311,6.0,5.0,365.0,E1,wicklow,wicklow,House,620000.0,600000.0
13348," Kia Ora, Boleynass, Ashford, Wicklow",https://www.myhome.ie/residential/brochure/kia-ora-boleynass-ashford-wicklow/4136791,3.6440677966101696,2.3897911832946637,215.0,C2,wicklow,wicklow,House,440000.0,425000.0
13349," 34 Holywell Crescent, Kilcoole, Co Wicklow",https://www.myhome.ie/residential/brochure/34-holywell-crescent-kilcoole-co-wicklow/4135142,3.0,2.0,93.0,B2,wicklow,wicklow,House,380000.0,370000.0
13350," Bungalow on c. 0.25 Acre, Hollywood Lower, Hollywood, Wicklow",https://www.myhome.ie/residential/brochure/bungalow-on-c-0-25-acre-hollywood-lower-hollywood-wicklow/4135132,4.0,2.0,100.0,G,wicklow,wicklow,House,240000.0,239000.0
13351," 15 Roseville Court, Bray, Wicklow",https://www.myhome.ie/residential/brochure/15-roseville-court-bray-wicklow/3967281,3.0,3.0,103.0,C1,wicklow,wicklow,House,320000.0,310000.0
13352," 24 St. Patrick's Terrace, Arklow, Wicklow",https://www.myhome.ie/residential/brochure/24-st-patrick-s-terrace-arklow-wicklow/4133662,3.0,1.0,79.0,unk,wicklow,wicklow,House,140000.0,135000.0
13353," Main Street, Donard, Wicklow",https://www.myhome.ie/residential/brochure/main-street-donard-wicklow/4128690,1.0,1.0,169.64106143546505,G,wicklow,wicklow,House,80000.0,60000.0
13354," Main Street, Shillelagh, Wicklow",https://www.myhome.ie/residential/brochure/main-street-shillelagh-wicklow/4129036,4.0,1.0,169.64106143546505,F,wicklow,wicklow,House,140000.0,125000.0
13355," Pound Road, Dunlavin, Wicklow",https://www.myhome.ie/residential/brochure/pound-road-dunlavin-wicklow/4127569,4.0,2.0,202.15,D1,wicklow,wicklow,House,340000.0,320000.0
13356," Beech Road, Arklow, Wicklow",https://www.myhome.ie/residential/brochure/beech-road-arklow-wicklow/4089389,3.0,2.0,97.5,D1,wicklow,wicklow,House,340000.0,330000.0
13357," 7 Greenhill Field, Greenhill Road, Wicklow, Wicklow",https://www.myhome.ie/residential/brochure/7-greenhill-field-greenhill-road-wicklow-wicklow/4127449,5.0,3.0,223.0,B3,wicklow,wicklow,House,780000.0,775000.0
13358," Ballyhara, Wicklow, Wicklow",https://www.myhome.ie/residential/brochure/ballyhara-wicklow-wicklow/4115131,5.0,4.0,282.0,D2,wicklow,wicklow,House,860000.0,850000.0
13359," Carrigacurra, Valleymount, Wicklow",https://www.myhome.ie/residential/brochure/carrigacurra-valleymount-wicklow/4126202,4.0,3.0,160.0,C1,wicklow,wicklow,House,380000.0,372000.0
13360," Ardeevin, Church Hill, Wicklow Town, Co Wicklow, A67 NP83",https://www.myhome.ie/residential/brochure/ardeevin-church-hill-wicklow-town-co-wicklow-a67-np83/4126506,3.0,2.0,111.0,E2,wicklow,wicklow,House,500000.0,495000.0
13361," The Old House, Cullen Lower, Wicklow, Wicklow",https://www.myhome.ie/residential/brochure/the-old-house-cullen-lower-wicklow-wicklow/4126402,3.0,2.0,175.0,unk,wicklow,wicklow,House,420000.0,415000.0
13362," Site  With FPP, Lower Road, Rathnew, Co Wicklow",https://www.myhome.ie/residential/brochure/site-with-fpp-lower-road-rathnew-co-wicklow/4126276,3.0,2.0,169.64106143546505,EXEMPT,wicklow,wicklow,House,280000.0,265000.0
13363," Cnoc Ban, Ballinastoe, Roundwood, Co. Wicklow, A98 Y659",https://www.myhome.ie/residential/brochure/cnoc-ban-ballinastoe-roundwood-co-wicklow-a98-y659/4000359,5.0,2.3897911832946637,182.8,B3,wicklow,wicklow,House,600000.0,595000.0
13364," ""Tinode View"", Exceptional Residence on c. 5 Acres, Tinode, Blessington, Wicklow",https://www.myhome.ie/residential/brochure/tinode-view-exceptional-residence-on-c-5-acres-tinode-blessington-wicklow/4124853,6.0,3.0,169.64106143546505,C3,wicklow,wicklow,House,640000.0,630000.0
13365," 26 Wolfe Tone Square West, Bray, Wicklow",https://www.myhome.ie/residential/brochure/26-wolfe-tone-square-west-bray-wicklow/4124655,3.0,1.0,80.0,unk,wicklow,wicklow,House,280000.0,275000.0
13366," The Old Forge, Newcastle Upper, Newcastle, Co. Wicklow",https://www.myhome.ie/residential/brochure/the-old-forge-newcastle-upper-newcastle-co-wicklow/4124307,3.0,2.0,181.0,E2,wicklow,wicklow,House,600000.0,595000.0
13367," Serenity Lodge, Killavaney, Tinahely, Wicklow",https://www.myhome.ie/residential/brochure/serenity-lodge-killavaney-tinahely-wicklow/3945765,3.0,2.0,125.0,unk,wicklow,wicklow,House,260000.0,250000.0
13368," Ballingate, Carnew, Wicklow",https://www.myhome.ie/residential/brochure/ballingate-carnew-wicklow/4094659,4.0,3.0,180.0,C1,wicklow,wicklow,House,340000.0,325000.0
13369," Vega, Mount Alto, Ashford, Wicklow",https://www.myhome.ie/residential/brochure/vega-mount-alto-ashford-wicklow/4121806,4.0,3.0,205.0,C2,wicklow,wicklow,House,620000.0,615000.0
13370," Redbog, Tinahely, Wicklow",https://www.myhome.ie/residential/brochure/redbog-tinahely-wicklow/4121559,5.0,3.0,169.64106143546505,C2,wicklow,wicklow,House,300000.0,295000.0
13371," 18 Priory Court, Eden Gate, Delgany, Co. Wicklow, A63 H299",https://www.myhome.ie/residential/brochure/18-priory-court-eden-gate-delgany-co-wicklow-a63-h299/4121544,1.0,2.3897911832946637,169.64106143546505,D1,wicklow,wicklow,Apartment,240000.0,225000.0
13372," Stylebawn, Rocky Valley Drive, Enniskerry, Co Wicklow",https://www.myhome.ie/residential/brochure/stylebawn-rocky-valley-drive-enniskerry-co-wicklow/3814722,4.0,2.4302325581395348,353.8,D1,kerry,kerry,House,900000.0,895000.0
13373," 38 Burnaby Park, Greystones, Wicklow",https://www.myhome.ie/residential/brochure/38-burnaby-park-greystones-wicklow/4120739,6.0,1.0,169.64106143546505,unk,wicklow,wicklow,House,780000.0,775000.0
13374," 49 Brook Meadow, Avoca, Wicklow",https://www.myhome.ie/residential/brochure/49-brook-meadow-avoca-wicklow/3741236,3.0,2.0,90.0,C2,wicklow,wicklow,House,300000.0,280000.0
13375," 14 Rockview Terrace, Arklow, Wicklow",https://www.myhome.ie/residential/brochure/14-rockview-terrace-arklow-wicklow/4117738,3.0,1.0,88.24,E1,wicklow,wicklow,House,180000.0,179000.0
13376," Apt. 16 St. Mary's Court, Arklow, Wicklow",https://www.myhome.ie/residential/brochure/apt-16-st-mary-s-court-arklow-wicklow/4117734,2.0,1.0,64.5,EXEMPT,wicklow,wicklow,Apartment,140000.0,135000.0
13377," Apt. 14 St. Mary's Court, Arklow, Wicklow",https://www.myhome.ie/residential/brochure/apt-14-st-mary-s-court-arklow-wicklow/4117730,2.0,1.0,53.5,EXEMPT,wicklow,wicklow,Apartment,140000.0,135000.0
13378," Apt.12 St. Mary's Court, Arklow, Wicklow",https://www.myhome.ie/residential/brochure/apt-12-st-mary-s-court-arklow-wicklow/4117011,1.0,1.0,35.0,EXEMPT,wicklow,wicklow,Apartment,100000.0,85000.0
13379," Apt. 5 St. Mary's Court, Arklow, Wicklow",https://www.myhome.ie/residential/brochure/apt-5-st-mary-s-court-arklow-wicklow/4116998,2.0,1.0,80.75,EXEMPT,wicklow,wicklow,Apartment,180000.0,165000.0
13380," Ballynattin Bungalow, Ballynattin, Arklow, Wicklow",https://www.myhome.ie/residential/brochure/ballynattin-bungalow-ballynattin-arklow-wicklow/4116402,3.0,2.0,133.0,D2,wicklow,wicklow,House,340000.0,320000.0
13381," Tomdarragh, Roundwood, Co Wicklow, Roundwood, Wicklow",https://www.myhome.ie/residential/brochure/tomdarragh-roundwood-co-wicklow-roundwood-wicklow/4098195,5.0,3.0,169.64106143546505,C2,wicklow,wicklow,House,540000.0,525000.0
13382," Ballyhara, Magheramore, Brittas Bay, Wicklow",https://www.myhome.ie/residential/brochure/ballyhara-magheramore-brittas-bay-wicklow/4108690,5.0,4.0,282.0,D2,wicklow,wicklow,House,860000.0,850000.0
13383," Main Street, Blessington, Wicklow",https://www.myhome.ie/residential/brochure/main-street-blessington-wicklow/3871133,4.0,4.0,169.64106143546505,C1,wicklow,wicklow,House,500000.0,495000.0
13384," Woodside, Bellevue Demesne, Delgany, Co Wicklow, A63 D521",https://www.myhome.ie/residential/brochure/woodside-bellevue-demesne-delgany-co-wicklow-a63-d521/4114757,4.0,3.0,270.0,D1,wicklow,wicklow,House,900000.0,895000.0
13385," 1 Newcourt Road, Bray, Wicklow",https://www.myhome.ie/residential/brochure/1-newcourt-road-bray-wicklow/4114439,3.0,3.0,90.0,unk,wicklow,wicklow,House,440000.0,425000.0
13386," 37 Burnaby Park, Greystones, Co Wicklow",https://www.myhome.ie/residential/brochure/37-burnaby-park-greystones-co-wicklow/3817691,4.0,2.0,134.2,E2,wicklow,wicklow,House,800000.0,795000.0
13387," 6 Glencarrig, Glenealy, Wicklow",https://www.myhome.ie/residential/brochure/6-glencarrig-glenealy-wicklow/4113173,4.0,3.0,260.0,A3,wicklow,wicklow,House,680000.0,675000.0
